Symbol	Type	Valence	Arousal	Dominance
saxophone	word	6.32	4.67	5.74
say	word	5.91	4.43	6.88
sayonara	word	5.22	3.15	4.92
scab	word	3.1	3.15	3.52
scaffold	word	4.78	4.11	5.24
scalding	word	3.02	5.21	3.91
scale	word	5.06	3.8	5.17
scalp	word	3.75	3.82	5.74
scalpel	word	3.95	4.48	4.23
scam	word	2.53	4.64	3.74
scamp	word	5.16	4.14	4.55
scampi	word	5.86	3.58	5
scan	word	5.47	4.09	5.63
scandal	word	3.63	5.64	3.88
scandalous	word	3.32	5.85	4.52
scanner	word	5.57	4	5.33
scapegoat	word	3	4.8	3.65
scar	word	3.71	6.55	4.1
scarce	word	3.37	3.9	4.04
scare	word	3.55	7.1	4.58
scarecrow	word	5.19	3.16	5.37
scared	word	2.8	6.1	4.2
scarf	word	6	2.39	6.39
scary	word	3	5.35	3.7
scat	word	3.68	5.33	5.17
scatter	word	3.9	4.52	4.21
scavenger	word	3.85	5.14	4.29
scenario	word	5.58	2.91	5.96
scene	word	5.94	1.95	5.29
scenery	word	6.18	4.43	5.63
scenic	word	6.9	3.88	6.37
scent	word	6.5	5.05	5.31
scented	word	6.42	4.19	5
scepter	word	5.1	3.6	5.04
schedule	word	4.71	3.35	6.95
schematic	word	4.63	3.6	5.36
scheme	word	3.8	5.57	4.71
schilling	word	5.25	2.8	4.76
schizophrenia	word	3.42	6.76	3.35
schizophrenic	word	2.91	5.41	3.1
schlep	word	4.55	3.59	5.07
schmuck	word	3.95	4.95	4.44
schnapps	word	5.79	4.65	5.42
schnitzel	word	5.55	4.46	5.33
scholar	word	6.33	4.25	6.04
scholarly	word	6.43	5.4	6.17
scholarship	word	6.76	5.8	6.08
scholastic	word	6.63	3.8	6.67
school	word	5.41	4.57	5.88
schoolboy	word	5.53	2.89	4.48
schoolgirl	word	5.91	4.86	5.9
schoolhouse	word	6	3.2	4.57
schooling	word	6.2	4.52	5.5
schoolmaster	word	4.95	3.24	4.8
schoolteacher	word	5.14	3.95	5.23
schoolwork	word	4.71	4.09	5.81
schoolyard	word	5.41	5.37	5.14
schooner	word	4.95	2.29	5.38
science	word	6.32	5.25	6.74
scientific	word	5.95	4.22	6.12
scientist	word	5.83	4.14	6.68
scintillating	word	6.5	5.1	5.64
scissors	word	5.03	4.02	6.89
scoff	word	3.47	3.4	5.7
scold	word	2.77	4.19	4.59
scone	word	5.62	4.35	5.48
scoop	word	5.24	3.39	6.11
scoot	word	5.74	4.24	5.13
scooter	word	5.42	3.72	5.35
scope	word	5.17	3.48	4.83
scorch	word	3.45	4.9	5.59
scorching	word	3.54	4.98	4.34
score	word	6.5	6.35	7.32
scoreboard	word	5.4	4.59	5.4
scorer	word	5.42	3.64	6.41
scorn	word	3.07	4.53	4.05
scornful	word	2.5	4.71	5.04
scorpion	word	3.68	6.45	4.67
scotch	word	5.89	4.2	5.32
scoundrel	word	3.25	6.26	4.88
scour	word	4.89	4.09	5.32
scourge	word	4.13	4.91	4.25
scout	word	6	4.52	5.32
scowl	word	3.24	4.56	4.74
scrabble	word	6.14	3.52	6.56
scram	word	3.57	3.65	4.5
scramble	word	5.21	4.85	5
scrambled	word	5.2	3.79	4.35
scrambler	word	4.86	3.44	5.21
scrap	word	4.71	3.43	5.18
scrapbook	word	5.71	3.9	6.91
scrape	word	3.74	4.5	4.41
scrappy	word	4	4.78	4.78
scratch	word	4.95	4.35	4.5
scratchy	word	3.65	4.82	4.58
scrawny	word	3.89	4.26	3.61
scream	word	3.02	6.74	4.51
screamer	word	3.68	6.52	4.96
screech	word	3.5	6.05	4.88
screen	word	5.55	4.09	5.63
screening	word	4.77	4.14	6.2
screenplay	word	5.65	4.09	6
screenwriter	word	6.21	3.64	5.59
screw	word	5.24	5.4	5.16
screwball	word	4.57	4.05	4.58
screwdriver	word	5.76	3.8	6.09
screwy	word	3.86	4.19	4.84
scribble	word	5.21	3.76	5.6
scrimmage	word	4.91	5.63	4.75
script	word	5.42	3.65	4.67
scripture	word	5.47	2.89	5.15
scroll	word	5.32	3.86	5.82
scrotum	word	4.8	4.62	5.24
scrounge	word	3.67	4.05	4.43
scrounger	word	3.65	5.75	5.15
scrub	word	4.53	3.95	5.17
scruffy	word	4.42	4.38	5.18
scrumptious	word	7.2	4.95	5.85
scrutiny	word	3.83	4.05	3.56
scuba	word	5.86	3.86	5.05
scuff	word	3.26	3.82	4.33
scuffle	word	3.78	4.41	5.5
scullery	word	4.47	3.53	3.91
sculptor	word	5.91	4.87	6.05
sculpture	word	6.5	3.48	5.62
scum	word	2.12	5.2	4.87
scumbag	word	2.48	5.1	2.73
scurry	word	2.95	4.59	4.13
scurvy	word	2.76	5.18	4.12
scuttle	word	4.5	3.86	4.93
sea	word	6.56	2.8	5.22
seaboard	word	5.75	3.45	5.95
seafood	word	6.45	4.73	5.54
seagull	word	5.27	2.9	4.41
seal	word	5	2.5	5.63
seam	word	5.25	3.5	5.33
seaman	word	5.28	4.3	5.6
seamstress	word	5.6	3.18	5.45
search	word	5.56	3.85	5
searchlight	word	5.35	3.65	5.45
seashore	word	7.68	3	6
seasick	word	1.89	5	2.39
seaside	word	7.67	4.41	5.76
season	word	6.71	3.2	6.16
seasonal	word	6.58	4.3	4.68
seasoned	word	7.16	3.75	6.55
seasoning	word	6.38	2.55	6.04
seat	word	5.22	3	6.05
seatbelt	word	5.79	3.55	4.79
seating	word	5.33	2.91	5.04
seawater	word	5.95	3	4.48
seaweed	word	4.52	3.9	5.14
sec	word	4.74	2.95	4.52
secluded	word	5.21	3.45	4.39
seclusion	word	3.91	3.23	5.05
second	word	5.23	3.48	5.35
second cousin	word	6.11	4.04	4.16
secondary	word	4.77	3.85	4.96
secondhand	word	5.53	3.77	3.93
secrecy	word	4.15	5.18	5.08
secret	word	5.33	4.14	5.41
secretary	word	5.18	3.8	6.68
Secretary of State	word	4.29	3.52	5.85
secretive	word	4.15	5.73	5.81
sect	word	3.81	3.5	4.71
section	word	5.05	3.75	6
sector	word	4.67	4	5.18
secular	word	4.81	3.52	5.09
secure	word	7.08	3.6	7
security	word	6.41	4.19	6
sedan	word	5.05	3.39	6
sedate	word	4.8	4	4.76
sedation	word	4.38	3.48	4.12
sedative	word	4.89	3.45	4.21
sediment	word	5.11	2.91	4.43
sedition	word	3.86	4.13	4.57
seduce	word	6.74	6.23	6.18
seducer	word	3.84	6.33	5.57
seduction	word	6.86	7.16	4.9
seductive	word	6.2	6.52	5.85
see	word	6.27	3.9	6
seed	word	6.38	3.68	5.19
seeds	word	5.8	3.64	5.84
seedy	word	3.86	4.05	4.7
seek	word	6.25	3.9	6.16
seeker	word	6.33	4.95	5.85
seem	word	5.45	3.24	4.53
seer	word	5.35	3.77	5.41
seesaw	word	6.5	4.58	5.14
segment	word	4.63	3.61	5.29
segregation	word	3.05	4.09	3.59
seismic	word	4.45	4.32	3.78
seize	word	3.79	4.06	5.18
seizure	word	3.05	4.67	3.59
select	word	6.1	4.05	5.46
selection	word	5.1	3.95	6.82
selective	word	5.21	3.95	6.45
selectman	word	4.84	2.8	4.55
selenium	word	4.86	2.71	4.5
self	word	6.86	4.78	7.74
selfish	word	3.3	4.57	5.32
selfishness	word	2.95	4.57	4.94
selfless	word	7.11	4.52	6.63
sell	word	5.33	4.19	5.88
seller	word	4.82	4.09	4.68
sellout	word	3.74	3.83	3.5
seltzer	word	4.33	2.9	4.4
semantics	word	5	4.21	5.11
semblance	word	5	3.83	5.1
semen	word	3.85	5	4.16
semester	word	5	4.2	4.95
semi	word	5.57	3.32	4.95
semiautomatic	word	4.68	6.32	4.35
seminar	word	5.2	3.74	4.82
seminary	word	5.64	3.81	5.12
senate	word	3.38	3.63	3.52
senator	word	4.32	3.75	5.84
send	word	6.18	3.43	5.94
sender	word	6.43	3.24	5.45
senile	word	3.14	3.68	3
senior	word	4.79	3.44	5.26
seniority	word	5	3.55	6.2
senor	word	5.24	4.25	6.48
senorita	word	7.1	5.4	5.77
sensation	word	6.14	4.96	5.89
sensational	word	7.21	5.7	6.37
sense	word	6.09	3.7	6.29
senseless	word	3.32	3.96	3.36
sensibility	word	6.2	3.45	6.45
sensible	word	6.74	3.72	6
sensitive	word	6.33	3.68	5
sensitivity	word	5.5	5.3	5.42
sensor	word	4.6	3.47	5.05
sensory	word	6.15	4.52	5.96
sensual	word	7.4	6.35	6.31
sensuality	word	6.71	5.45	6.26
sensuous	word	5.79	5.86	5.61
sentence	word	5.13	3.09	6.53
sentencing	word	3.61	4.57	3.53
sentient	word	5.16	3.64	5.5
sentiment	word	6.2	3.54	5.32
sentimental	word	6.27	2.95	6.73
sentimentality	word	6	3.55	5.71
sentinel	word	4.38	3.45	4.44
sentry	word	4.16	3.59	4.7
separate	word	3.95	3.91	4.14
separation	word	3.05	3.67	4
septic	word	3.5	3.76	3.05
sequel	word	5.76	3.35	4.9
sequence	word	5.84	2.9	5.92
serenade	word	6.43	3.32	6.58
serendipity	word	6.95	3.23	5.22
serene	word	6.9	4.67	6.5
serenity	word	7.75	2.95	5.97
sergeant	word	3.89	5.1	3.83
serial	word	3.45	4.33	5.86
serialize	word	4.25	3.95	5.15
series	word	5.23	3.62	6.05
serious	word	5.88	4.05	5.67
seriousness	word	4.33	3.9	5.41
sermon	word	4.86	3.1	5.32
serpent	word	3.45	4.83	3.59
serum	word	4.1	3.78	5.38
servant	word	4	3.77	4.71
serve	word	5.36	3.7	6.47
server	word	5.35	3.71	5.14
service	word	6.83	2.95	5.33
servitude	word	3	4.5	2.46
sesame	word	5.45	3.95	5.91
session	word	5.1	3.38	5.21
set	word	5.23	3.1	5.81
setback	word	3.22	3.95	3.36
settle	word	5.62	3.4	6.16
settlement	word	5.67	3.36	4.93
setup	word	4.35	4.65	4.72
seven	word	4.9	3.8	5.64
seventeen	word	5.9	3.38	4.56
seventy	word	4.55	3.48	5.19
sever	word	3.52	5.39	4.38
severance	word	3.89	3.32	3.68
severe	word	3.21	5.43	4.05
severity	word	3.8	5.48	5.21
sew	word	5.67	4.35	5.77
sewage	word	2.33	4.09	3.89
sewer	word	2.9	3.39	4.12
sewing	word	5.05	3.45	6.26
sex	word	6.73	7.6	6.17
sexist	word	3.4	5.72	4.08
sexual	word	6.64	6.95	7
sexuality	word	5.95	7.14	6.74
sexy	word	7.42	6.8	6
shabby	word	4.11	4.05	3.71
shack	word	3.89	3.33	4.35
shade	word	5.91	2.91	6.25
shadow	word	5.07	3.1	4.41
shadowy	word	4.48	4.48	3.86
shady	word	3.71	4.29	4.96
shaft	word	4.86	4.65	5.32
shag	word	5.38	4.95	4.86
shake	word	4.59	5.2	6.37
shakedown	word	4.05	5.55	4.7
shaker	word	5.19	3.58	5.7
shaky	word	3.16	4.33	3.8
shall	word	5.86	3.52	5.89
shallow	word	3.86	3	5.95
shallows	word	5.37	2.52	5.22
sham	word	3.45	3.14	3.33
shaman	word	5.21	4.17	4.69
shame	word	2.62	5.4	5.21
shamed	word	2.51	4.23	3.42
shameful	word	3	4.81	4.35
shameless	word	3.89	4.17	4.58
shampoo	word	5.75	3.18	6.32
shank	word	3.4	4.9	4.09
shanty	word	3.14	4.56	4.5
shape	word	5.41	3.6	5.84
shard	word	4.05	4.18	3.89
share	word	6.22	3.2	6.44
shareholder	word	4.48	2.96	4.94
shark	word	4.02	5.27	4.87
sharp	word	5.24	6	4.92
sharpen	word	5.67	4.74	5.67
sharpshooter	word	4.26	5.62	4.75
shatter	word	3.44	5.29	4.57
shattering	word	3.67	5	4.63
shave	word	4.9	3.11	6.19
shaver	word	5.39	4.22	5.44
shawl	word	4.9	3.35	5.24
shear	word	5.21	3.57	5.15
sheath	word	4.85	4.05	5.95
shed	word	5.37	3.64	5.59
sheep	word	5.32	2.95	4.42
sheepdog	word	6.4	3.91	5.37
sheer	word	5.38	5.55	5.44
sheet	word	5.57	2.64	5
sheik	word	5.15	4.39	4.92
shelf	word	5.62	3.09	6
shell	word	6.05	3.23	5.62
shellfish	word	5	2.9	5.09
shelter	word	6.5	3.25	6.11
sheltered	word	5.39	3.14	4.1
shepherd	word	5.75	3.05	5.72
sherbet	word	6.36	4.65	6.37
sheriff	word	4.44	4.3	3.67
sherry	word	5.95	3.65	5.25
shield	word	5.91	3.65	6.41
shift	word	4.95	3.82	5.38
shifty	word	3.37	4.78	4.72
shilling	word	5.36	3.76	5.32
shimmer	word	6.95	5.37	5.52
shimmering	word	6.81	4.33	5.35
shimmy	word	6.52	5.2	5.97
shin	word	5.09	3.68	5.88
shindig	word	6.9	5.8	6.19
shine	word	7.27	5.19	5.96
shiner	word	4.84	4	4.88
shingle	word	4.45	3.71	4.52
shining	word	5.84	3.89	5.88
shiny	word	6.68	4.45	6.17
ship	word	6.14	3.94	5.84
shipment	word	5.26	3.91	6.05
shipping	word	5.6	4.41	6.08
shipshape	word	5.2	4.29	5.57
shipwreck	word	3.84	6.85	3.48
shipyard	word	5.05	3.52	4.65
shire	word	5.78	3.3	5.76
shirt	word	5.56	2.3	5.67
shit	word	3.91	5.67	4.59
shitfaced	word	4.65	6.05	3.23
shithead	word	2.37	6	3.96
shitload	word	4.76	6.19	5.09
shitty	word	2.3	5.45	4.1
shiver	word	3.61	4.65	3.04
shock	word	3.9	5.95	5.79
shocker	word	4.35	4.62	3.92
shocking	word	4.63	5.3	4.12
shoddy	word	4.14	4.8	4.83
shoe	word	5.78	2.4	5.44
shoelace	word	5.71	3.13	5.38
shoemaker	word	5.86	2.7	5.83
shoes	word	5.88	3.57	6.39
shoeshine	word	5.68	2.9	5.75
shoot	word	3.5	6	4.67
shooter	word	3.7	6.48	4.8
shootout	word	3.32	6.09	4.27
shop	word	5.89	4.76	5.72
shopkeeper	word	5.35	3.57	6
shoplifter	word	2.26	5.59	4.86
shoplifting	word	2.95	4.32	4.76
shopper	word	5.29	3.94	6.06
shoreline	word	6.29	4.42	5.81
short	word	5.67	2.62	4.39
short story	word	5.42	3.86	5.25
shortage	word	3.63	3.72	3.35
shortcake	word	6.89	4.14	5.5
shortcut	word	5.84	4.05	5.15
shorten	word	5.05	2.77	5.35
shorthand	word	4.9	4.44	5.45
shortness	word	3.75	4.48	4.41
shorts	word	5.95	4.23	6.57
shortstop	word	5.3	4.4	5.81
shortwave	word	5.3	4.33	4.21
shot	word	2.82	6.48	3.39
shotgun	word	3.5	6.55	4.92
shoulder	word	5.1	2.96	4.81
shout	word	5	6.29	5.85
shove	word	3.1	3.83	4.41
shovel	word	4.8	3.5	6.42
show	word	5.91	4.1	5.83
showbiz	word	5.52	6.05	5.24
showboat	word	5	4.12	5.27
showcase	word	6.29	3.71	4.4
showdown	word	4.68	5.55	5.08
shower	word	7.19	4.15	7.47
showgirl	word	5.38	5.76	5.59
showoff	word	4	5.45	4.53
showroom	word	5.57	3.88	5
shrapnel	word	3.6	4.96	3.43
shred	word	4.53	3.7	5.32
shrew	word	3.83	3.87	4.48
shrewd	word	4.4	4.18	6.29
shriek	word	3.45	5.37	4
shrill	word	3.33	5.95	3.52
shrimp	word	6.95	3.78	5.23
shrine	word	5.38	3.35	5.31
shrink	word	4	3.42	3.7
shrivel	word	4.21	4.14	4.05
shroud	word	4.21	3.4	4.5
shrug	word	4.71	3.9	5.1
shrunken	word	3.58	4.43	4.36
shudder	word	4.1	4.48	4.16
shuffle	word	4.72	3.45	4.92
shuffleboard	word	4.77	3.92	5.65
shuffling	word	4.85	4.68	5.77
shun	word	2.42	4.04	4.63
shunt	word	4.2	3.76	4.68
shut	word	4.5	4.05	5.61
shutdown	word	3.57	2.92	5.35
shuteye	word	5.47	3.06	4.59
shutter	word	4.7	3.38	5.28
shuttle	word	5.65	3.81	5.86
shy	word	5.16	3.33	4.5
shyness	word	4.43	3	5.9
shyster	word	3.68	4	3.35
sibling	word	7.27	5.16	4.81
sick	word	2.29	4.67	2.84
sickbay	word	3.65	4.18	4.81
sickening	word	2.53	5.05	3.8
sickle	word	3.95	3.5	4.32
sickly	word	3.16	4.41	3.85
sickness	word	2.4	3.95	2.8
side	word	5.32	3.14	5.82
sidearm	word	4.55	3.67	4.86
sidebar	word	4.95	3.85	4.89
sideburns	word	4.18	4.29	5.39
sidecar	word	6.11	4.73	4.5
sidekick	word	6.14	4.08	5.79
sideline	word	4.55	3.35	4.5
sideshow	word	4.86	5	5.58
sidewalk	word	5.67	3.65	6.19
sidewinder	word	4.26	5.09	4.23
siege	word	4.1	5.55	4.39
siesta	word	6.38	3.59	6.6
sift	word	5.09	3.67	5.43
sigh	word	4.29	2.91	5
sight	word	7.11	3.2	5.94
sighting	word	5.57	4.26	5.62
sightseeing	word	7.38	5.08	6.41
sigma	word	4.83	3.23	5.26
sign	word	5.27	3.19	5.38
signal	word	5.27	4.05	7.05
signature	word	5.57	3.3	6.88
significance	word	6.21	4	5.96
significant	word	6.6	4.9	6
signify	word	5.16	4.8	5.58
silence	word	5.25	3.48	6.26
silencer	word	3.9	3.57	4
silent	word	5.14	3.21	6.59
silhouette	word	6.1	3.14	5.2
silicon	word	5.1	4.05	6.19
silicone	word	4.26	3.44	5.24
silk	word	6.55	3.88	5.55
silken	word	6.38	2.7	5.8
silky	word	7	3.73	5.93
sill	word	5	3.36	5.41
silliness	word	6.27	5.13	6.21
silly	word	6.72	4.86	6.5
silo	word	4.59	2.9	4.83
silver	word	7.48	4	7.05
silverware	word	5.76	2.96	5.27
silvery	word	5.72	3.67	4.88
similar	word	5.86	3.43	5.8
similarity	word	6.05	3.14	5.12
simmer	word	5.86	3.18	5.41
simple	word	7.17	2.71	6.5
simpleton	word	4.53	3.18	4.11
simplicity	word	7.05	3.57	6.18
simplify	word	6.35	3.1	6.41
simplistic	word	6.43	3.88	6.16
simulate	word	5.76	4.84	5.19
simulated	word	5.63	4.61	5.42
simulation	word	5.67	3.83	4.81
simulator	word	5.9	3.82	5.43
simultaneous	word	5.57	3.48	5.59
sin	word	3.08	5.82	5.74
sincere	word	6.86	3.91	7.21
sincerity	word	7.9	4.42	6.19
sinful	word	3.37	5.76	4.09
sing	word	7.5	4.1	6.67
singer	word	6.9	4.86	5.79
single	word	5.39	3.85	4.83
singular	word	4.89	3.12	5.24
singularity	word	4.6	3.22	5.33
sinister	word	2.63	5.1	4.15
sink	word	4.62	3.7	4.1
sinker	word	4.84	3.45	3.96
sinner	word	3.25	5.38	5.67
sinus	word	3.57	3.23	4.78
sip	word	5.38	2.71	6.3
sir	word	5.45	4.33	5.11
sire	word	5.38	3.54	5.47
siren	word	3.8	6.1	4.88
sirloin	word	7.38	4	5.9
sissy	word	3.42	3.26	4.61
sister	word	7	3.86	5.59
sisterhood	word	5.68	4.33	4.88
sit	word	5.82	3.19	6.06
sitcom	word	6.1	3.29	4.9
site	word	5.22	3.55	6.09
sitter	word	4.89	2.73	4.68
situation	word	5.33	4.05	4.33
six	word	4.85	3.18	5.58
sixpence	word	4.62	3.52	5.22
sixteen	word	6.3	4.2	4.36
sixty	word	4.7	3.9	4.77
sizable	word	6.62	4.3	6.19
size	word	5.61	3.14	5.22
sizzle	word	6.14	4.39	4.85
ska	word	4.57	3.56	5.42
skate	word	6.74	4.48	4.84
skateboard	word	5.16	4	5.16
skater	word	6.16	3.95	5.24
skedaddle	word	5.24	4.11	5.05
skeet	word	4.25	5.1	5.42
skeletal	word	3.63	4.2	5.65
skeleton	word	4.37	4.55	4.64
skeptic	word	4.21	5.35	5.59
skeptical	word	3.58	5.45	5.26
skepticism	word	4.3	5.3	4.92
sketch	word	6.21	4.33	6.2
sketchy	word	4.09	4.96	4.58
skewer	word	5.37	4.81	5.83
ski	word	5.91	6.05	4.86
skid	word	4	4.45	4.4
skier	word	5.76	3.14	5.81
skiing	word	6.25	5.4	5.7
skijump	word	5.11	5.5	5.36
skill	word	6.65	4.94	7.41
skilled	word	7.05	5	7.43
skillet	word	5.85	3.24	5.33
skillful	word	6.86	4.42	6.75
skim	word	4.67	3.55	5.62
skimpy	word	4.65	4	5.28
skin	word	5.78	3.25	5
skinny	word	5.36	4.27	5.79
skip	word	4.76	4.25	5.35
skirmish	word	4.25	5.11	4.42
skirt	word	6.14	4.88	5.86
skit	word	5.63	4.8	5.71
skittish	word	4.27	4.95	4.21
skull	word	3.63	4.98	4.19
skunk	word	3.78	5.81	4.04
sky	word	7.32	2.74	5.61
skylight	word	6.8	3.95	5.5
skyline	word	6.17	4.4	5.35
skyscraper	word	5.84	5.33	5.25
slab	word	4.7	2.4	4.27
slack	word	3.85	3.22	5.08
slag	word	2.63	3.9	3.92
slam	word	4.79	4.61	4.12
slammer	word	4.09	4.79	3.85
slander	word	2.45	5.68	3.62
slang	word	5.25	4.47	5.59
slant	word	4.84	4.1	5.08
slap	word	2.95	4.59	4.78
slash	word	4.85	5.65	4.97
slate	word	4.77	3.19	6
slaughter	word	2.33	5.77	3.57
slaughterhouse	word	2.68	6.76	3.17
slave	word	2.06	4.53	2.61
slavery	word	2	5.45	2.68
slay	word	2.63	4.9	5.39
slayer	word	4.43	4.88	5
sleaze	word	2.95	4.12	3.82
sleazy	word	3.85	5.64	4.6
sled	word	6.35	3.25	5.6
sledge	word	4.55	3.25	4.95
sledgehammer	word	3.57	4.43	4.41
sleek	word	6.26	4.08	5.71
sleep	word	7.22	3.6	5.3
sleeper	word	5.84	3.04	5.86
sleepless	word	3.11	4.64	3.08
sleepover	word	6.26	4.7	5.33
sleepy	word	4.36	3.04	4.56
sleepyhead	word	5.43	2.85	4.7
sleet	word	4.4	4	3.88
sleeve	word	5.95	3.26	6.05
sleigh	word	6.11	3.42	5.85
sleight	word	4.65	3.24	3.72
slender	word	6.05	4.17	5.32
slice	word	5.05	3.5	5.05
slick	word	5	4.17	5.25
slicker	word	4.84	3.82	5.14
slide	word	5.71	3.3	5.5
slider	word	5.94	4.35	5.44
slight	word	4.6	3.78	5.62
slim	word	6.63	4.26	4.47
slime	word	3.15	4.58	4.04
slimy	word	3.21	5.1	5
sling	word	4.26	4.9	5.73
slingshot	word	5.41	5.47	5.48
slinky	word	4.63	3.95	5.21
slip	word	4.33	4.7	3.81
slipper	word	5.8	3.83	5.93
slippery	word	4.38	5.35	4
slit	word	4.26	4.23	4.22
sliver	word	5.75	3.85	4.5
slob	word	2.48	4.7	4.29
slobber	word	3.65	4.29	3.92
slogan	word	4.9	3.45	5.24
slop	word	3.74	3.41	4.5
slope	word	5.42	3.59	4.5
sloppy	word	3.42	3.64	3.62
slot	word	5.2	4.1	5.12
sloth	word	4.05	2.9	4
slouch	word	3.85	3.45	4.79
slow	word	4	2.89	5.39
sludge	word	2.95	4.38	4.33
slug	word	3.16	4.9	4.56
slugger	word	4.67	4.96	5.88
sluggish	word	4.05	3.2	4.5
slum	word	2.55	4.2	3.83
slumber	word	6.24	2.73	5.08
slump	word	3.95	4.19	4.48
slur	word	2.89	3.48	4.47
slurp	word	5	4.81	5.67
slush	word	4.68	4.16	4.78
slut	word	2.55	5.96	3.9
slutty	word	3.5	6.55	5.19
sly	word	3.74	4.76	5.38
smack	word	3.95	5.39	5.11
small	word	5.76	3.43	4.53
smallpox	word	2.02	4.9	3.34
smart	word	7.73	3.81	6.81
smartass	word	5.1	5.45	5.4
smarten	word	6.22	3.7	5.84
smarty	word	6.36	4.05	6.68
smash	word	4.68	5.76	5.77
smear	word	3.84	4.04	4.89
smell	word	6.39	5.24	5.44
smelly	word	2.68	5.43	4
smidgen	word	5.17	3.95	5.25
smile	word	7.89	4.62	7.72
smiley	word	7.58	5.09	7.27
smirk	word	5.32	4.7	5.82
Smirnoff	word	6.44	4.45	4.76
smite	word	3.95	5.75	4.61
smithereens	word	4.16	5.14	5.13
smock	word	5.25	3.39	5.25
smog	word	2.56	4.3	2.89
smoke	word	3.44	5	4.17
smoker	word	3.59	3.79	4.9
smoky	word	3.73	4.87	5.26
smooch	word	7.35	5.48	6.71
smooth	word	6.42	2.76	6.26
smoothie	word	7.89	4.35	5.89
smother	word	2.68	4.75	4.2
smudge	word	4.29	3.32	4.89
smug	word	3.68	3.5	4.75
smuggle	word	3.89	5.09	4.23
smuggler	word	3.45	4.62	4.45
smut	word	3.73	5.62	4.96
snack	word	6.53	4.11	5.88
snafu	word	4.6	4.36	4.41
snag	word	4.09	4.91	4.05
snail	word	4.52	3.05	5.58
snake	word	4.03	7.24	3.65
snakeskin	word	4.41	4.71	4.14
snap	word	4.42	3.42	4.86
snapper	word	4.43	4.81	5.16
snappy	word	5.55	5.05	5.68
snapshot	word	5.84	4.28	6.35
snare	word	4.79	4.7	4.55
snarl	word	2.45	5.85	4.65
snatch	word	4.64	4.77	5.17
snatcher	word	2.95	5.48	3.92
snazzy	word	6.45	5.41	6.18
sneak	word	4.33	5.45	5.36
sneaker	word	5.85	3.45	6.31
sneaky	word	3.94	6.22	4.71
sneer	word	3.3	4.36	5
sneeze	word	4	4.81	3.2
snide	word	3.33	4.09	4.19
sniff	word	5.1	4.95	5.92
snip	word	4.32	4.74	4.95
sniper	word	3.5	5.86	3.89
snippy	word	3.57	5.8	4.67
snitch	word	3.79	5.67	4.42
snob	word	2.53	4.68	4.81
snoop	word	3.45	6.05	4.24
snoopy	word	6.11	5.05	5.13
snooty	word	3.05	4.65	5.25
snooze	word	6.36	4	5.68
snore	word	3	3.71	3.85
snorkel	word	6	4.28	4.96
snort	word	4.55	4.19	5.09
snot	word	3.55	4.14	4.79
snotty	word	2.85	4.52	3.91
snout	word	4.48	3.39	5.28
snow	word	6.78	4.57	5.62
snowball	word	6.86	4.3	5.12
snowboard	word	5.09	4.95	6
snowboarder	word	5.9	4.71	5.12
snowfall	word	6.35	4.44	4.77
snowflake	word	7.19	3.55	4.81
snowman	word	7	3.76	5
snowplow	word	5.05	3.39	5.38
snowstorm	word	3.55	5.85	3.76
snowy	word	6.59	3.96	5.08
snub	word	3.23	3.86	3.75
snuff	word	3.58	3.65	4.65
snug	word	5.63	3.25	5.54
snuggle	word	7.63	5.54	6.83
soak	word	6.05	3	5.6
soap	word	7.1	2.62	5.32
soapbox	word	4.9	4.22	6.05
soapy	word	5.27	4.27	6.26
soar	word	6.6	5.14	6.11
sob	word	2.65	4.89	3.29
sober	word	5.95	4.32	6.86
sobriety	word	6	3.8	5.62
soccer	word	5.84	4.68	5.77
sociable	word	6.43	4.35	6.35
social	word	6.08	5.16	5.17
socialism	word	4	4.68	3.96
socialist	word	4.11	4.44	4.32
socialite	word	4.95	4.24	4.47
socialize	word	5.95	5.1	6.44
society	word	5.24	4.55	6.32
sociology	word	4.6	3.82	5.19
sociopath	word	2.44	6.43	2.3
sock	word	4.43	3.09	5.14
socket	word	4.45	4.04	5.42
sod	word	4.85	2.14	5.08
soda	word	5.47	4.77	6.04
soda/pop	word	6.65	4.95	5.85
sodium	word	4.17	3.73	5.33
sofa	word	6.26	2.9	5.84
soft	word	7.13	3.04	6.1
softball	word	5.53	4.1	5.4
soften	word	6.57	2.96	6.19
softener	word	6.14	2.35	5.4
softness	word	6.75	5.06	5.92
software	word	6.37	3.83	5.32
soggy	word	3.47	3.65	4.2
soil	word	5.21	2.76	5.18
soiree	word	6.38	3.85	4.48
solace	word	6.37	4.35	5.58
solar	word	6	3.87	5.61
solarium	word	6.1	5.2	5.77
soldier	word	5.45	5.9	5.84
sole	word	4.9	3.78	5.27
solemn	word	4.66	2.9	5.92
solicit	word	3.59	4.68	4.95
solicitation	word	4.2	4.43	5.56
solicitor	word	3.32	4	4.14
solid	word	5.65	2.36	6.15
solidarity	word	5.71	4	6.27
solitaire	word	5.62	3.65	6.53
solitary	word	4.65	2.96	6.25
solitude	word	4.76	3.18	6.53
solo	word	5.91	4.12	6.04
solution	word	6.3	4.29	6.53
solve	word	6.3	4.35	6.67
solvent	word	4.79	2.77	4.87
somersault	word	6.37	4.73	6.32
son	word	6.91	4.43	5
sonar	word	5.32	4.11	4.81
song	word	7.59	4.6	6.95
